History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Village - town,Gender
5.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,0,0
5.0,4.0,4.0,2.0,2.0,5.0,5.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,1.0,5.0,3.0,1.0,4.0,4.0,5.0,4.0,5.0,2.0,1.0,0,1
5.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,1,1
4.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,1,1
4.0,4.0,3.0,3.0,1.0,4.0,4.0,5.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,5.0,2.0,5.0,3.0,1.0,0,1
1.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,5.0,5.0,5.0,2.0,1.0,5.0,2.0,4.0,5.0,4.0,4.0,2.0,1.0,4.0,2.0,5.0,2.0,1.0,3.0,2.0,5.0,5.0,5.0,4.0,0,0
1.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,0,0
3.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,0,1
3.0,4.0,1.0,2.0,3.0,5.0,2.0,2.0,5.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0,0,1
3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,1.0,5.0,3.0,5.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,1.0,1,0
2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,4.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,5.0,5.0,4.0,1.0,3.0,0,0
2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,3.2912524850894633,5.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,1,0
5.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,0,0
2.0,5.0,3.0,1.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,5.0,3.0,3.0,0,0
2.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,4.0,0,0
2.0,2.0,2.0,5.0,2.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,5.0,1,0
3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,5.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,0,1
4.0,4.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1,0
5.0,3.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,0,1
1.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,5.0,5.0,3.0,0,1
5.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,5.0,5.0,1.0,4.0,0,0
2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,5.0,2.0,4.0,1,0
4.0,4.0,4.0,1.0,3.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,4.0,0,1
4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,1.0,4.0,3.0,5.0,5.0,2.0,5.0,0,0
5.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,5.0,1.0,1.0,1,0
4.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,1.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,5.0,4.0,2.0,0,0
4.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,0,0
4.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,5.0,1,0
5.0,3.0,5.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,4.0,2.0,5.0,1.0,4.0,3.0,4.0,2.0,1.0,4.0,5.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,1.0,1,0
1.0,3.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,4.0,3.0,5.0,5.0,3.0,1,1
1.0,5.0,2.0,4.0,1.0,5.0,3.0,2.0,4.0,1.0,4.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,1,0
4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,3.0,4.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,5.0,4.0,1.0,4.0,0,0
3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,1,0
5.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,5.0,1.0,5.0,1,1
4.0,2.0,5.0,2.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,5.0,3.0,4.0,1.0,2.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,1,1
4.0,3.138308457711443,3.0,3.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1,0
2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,4.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,1,0
1.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,5.0,3.0,5.0,1,0
5.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,0,0
3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,5.0,0,0
1.0,2.0,2.0,2.0,1.0,5.0,5.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,4.0,1.0,3.0,5.0,5.0,4.0,4.0,1.0,1.0,0,1
3.2073412698412698,4.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,3.2340637450199203,1.0,5.0,1.0,5.0,0,0
3.0,4.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,5.0,2.0,3.0,3.0,5.0,1.0,1.0,4.0,1.0,5.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,5.0,4.0,5.0,3.0,3.0,0,1
2.0,4.0,2.0,1.0,2.06454816285998,4.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1,0
5.0,3.0,5.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,4.0,3.0,4.0,5.0,2.0,4.0,0,1
4.0,2.0,3.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,3.0,0,1
3.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1,1
2.0,3.0,1.0,5.0,5.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,0,1
2.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,3.0,5.0,3.0,5.0,3.0,1.0,0,0
4.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,0,1
5.0,5.0,5.0,2.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,3.0,4.0,2.0,5.0,4.0,4.0,0,1
5.0,3.0,5.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,2.0,1.0,0,0
5.0,1.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,1.0,5.0,5.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,1.0,3.0,0,1
4.0,5.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,0,0
5.0,2.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,0,1
3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,4.0,2.0,1,1
1.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,1.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,1,0
4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,0,1
4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,1.0,5.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,1.0,0,1
2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,5.0,3.0,5.0,0,0
5.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,3.0,5.0,5.0,1.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0,1
5.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,1
3.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,1,1
3.0,4.0,5.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,5.0,4.0,5.0,2.0,5.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,5.0,4.0,2.0,0,0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,0,0
3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0,1,1
3.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,0,0
4.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,3.0,5.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,4.0,3.0,4.0,1,0
5.0,4.0,5.0,5.0,3.0,3.0,1.0,5.0,4.0,1.0,3.0,5.0,4.0,4.0,4.0,1.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,4.0,0,1
4.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,3.0,5.0,4.0,1.0,0,1
5.0,4.0,4.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,3.0,1,1
3.0,2.0,1.0,4.0,2.0,5.0,5.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,5.0,3.0,5.0,2.0,5.0,0,1
5.0,1.0,3.0,1.0,1.0,5.0,1.0,2.643781094527363,1.0,2.165,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,3.686939182452642,5.0,5.0,5.0,5.0,3.2912524850894633,5.0,3.0,5.0,5.0,5.0,4.0,1.0,3.0,0,1
1.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,0,0
1.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,1,1
3.0,3.0,1.0,1.0,1.0,4.175944333996024,1.0,1.0,1.0,1.0,4.0,3.082917082917083,2.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,1.0,5.0,0,1
4.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,0,0
5.0,5.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,0,1
4.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,5.0,1.0,0,1
4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.165,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,0,1
3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,0,0
5.0,5.0,5.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,4.0,1.0,5.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,4.0,5.0,5.0,5.0,0,1
3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,2.0,0,0
2.0,5.0,2.0,5.0,2.0,3.0,2.0,1.0,5.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0,3.0,5.0,5.0,1.0,2.0,1.0,5.0,3.0,5.0,1.0,3.0,2.0,5.0,5.0,4.0,5.0,0,0
3.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,0,0
5.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,0,0
4.0,1.0,3.0,1.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,1.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.334990059642147,1,0
4.0,3.0,2.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,0,0
3.0,3.0,2.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,0,0
3.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,5.0,4.0,1.0,2.0,1,0
3.0,3.0,2.0,1.0,1.0,5.0,4.0,4.0,3.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,5.0,2.0,4.0,1.0,5.0,4.0,1.0,2.0,5.0,2.0,5.0,0,0
3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,5.0,1.0,5.0,0,1
2.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,1.0,0,1
3.0,3.0,2.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,1.0,0,1
4.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,1.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,2.0,3.0,3.0,3.0,5.0,4.0,1.0,0,0
2.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,4.0,5.0,1.0,4.0,0,0
4.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,5.0,3.0,4.0,1,1
2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.643781094527363,2.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,3.0,5.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,3.0,1,1
3.0,2.0,3.0,1.0,3.0,5.0,5.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,5.0,0,1
4.0,5.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,1,0
2.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,5.0,4.0,1.0,3.0,5.0,3.0,1.0,4.0,1.0,1.0,2.0,5.0,2.0,1.0,3.3879396984924623,4.0,1.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,0,1
2.0,2.0,1.0,3.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,1.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,5.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,2.0,5.0,4.0,3.0,0,0
1.0,2.0,1.0,4.0,3.0,5.0,4.0,3.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,0,0
5.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,3.0,5.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,4.0,4.0,1.0,1.0,4.0,5.0,5.0,1.0,2.0,0,0
